id,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62,f63,f64,f65,f66,f67,f68,f69,f70,f71,f72,f73,f74,f75,f76,f77,f78,f79,f80,f81,f82,f83,f84,f85,f86,f87,f88,f89,f90,f91,f92,f93,f94,f95,f96,f97,f98,f99,f100,target
8081,6.46,1.38,3.13,-8.06,6.5,6.46,8.46,2.16,-0.75,-2.96,3.13,2.05,-0.54,-6.19,-2.22,-1.56,6.27,8.46,-7.36,6.27,-7.12,-1.22,2.05,2.19,5.54,5.65,-2.22,5.54,-8.06,-5.12,0.31,0.31,1.38,-0.24,-0.56,10.27,2.05,2.27,-2.22,-2.99,-2.19,-1.93,-5.12,0.98,3.21,5.65,-2.19,-2.19,-2.57,1.29,3.13,5.65,8.46,4.33,-1.77,2.05,0.59,3.13,-6.19,0.04,3.21,-0.57,-1.56,-7,-15.72,-3.44,-2.96,3.21,2.27,-15.72,5.65,-6.19,-7.36,-15.72,1.38,-0.95,-7,-1.38,-5.12,0.01,6.5,6.46,10.27,2.27,-6.19,2.27,-15.72,0.97,1.4,3.21,-1.87,-1.56,-0.95,-5.12,0.61,4.33,-2.96,-2.96,1.38,-8.06,10
8082,-3.59,-3.41,-1.76,-7.9,3.1,-3.59,3.02,1.7,-0.66,-5,3.62,4.79,0.06,-7.02,0.15,-1.51,3.34,3.02,1.83,3.34,1.03,0.05,4.79,0.6,2.46,-2.49,0.15,2.46,-7.9,3.4,11.9,11.9,-3.41,-0.92,-0.93,-0.18,4.79,-5.4,0.15,1.86,-0.05,2.07,3.4,1.76,-2.69,-2.49,-0.05,-0.05,-4.69,0.92,3.62,-2.49,3.02,-10.62,0.05,4.79,-0.14,3.62,-7.02,0.32,-2.69,1.24,-1.51,1.19,0.93,-1.65,-5,-2.69,-5.4,0.93,-2.49,-7.02,1.83,0.93,-3.41,3.38,1.19,-0.35,3.4,-2.97,3.1,-3.59,-0.18,-5.4,-7.02,-5.4,0.93,-0.77,-0.35,-2.69,0.43,-1.51,3.38,3.4,1.01,-10.62,-5,-5,-3.41,-7.9,13
8083,-7.49,-1.69,-3.52,-8.02,1.71,-7.49,10.12,-1.92,0.37,4.43,0.28,0.92,0.08,12.42,1.67,4.52,-22.37,10.12,3.56,-22.37,6.31,-0.16,0.92,-0.66,-3.88,1.33,1.67,-3.88,-8.02,-3.46,-12.51,-12.51,-1.69,1.36,0,4.1,0.92,-6.75,1.67,-1.76,-4.12,-1.01,-3.46,0.17,3.45,1.33,-4.12,-4.12,-1.41,0.61,0.28,1.33,10.12,-12.71,-1.52,0.92,-1.27,0.28,12.42,-0.38,3.45,0.33,4.52,0.52,17.3,1.54,4.43,3.45,-6.75,17.3,1.33,12.42,3.56,17.3,-1.69,-5.06,0.52,0.28,-3.46,0.34,1.71,-7.49,4.1,-6.75,12.42,-6.75,17.3,1.04,-1.06,3.45,-0.63,4.52,-5.06,-3.46,1.59,-12.71,4.43,4.43,-1.69,-8.02,10
8084,0.48,-2.56,0.48,3.49,-3.98,0.48,-2.82,0.89,0.43,4.13,1.68,-4.57,-0.13,-8.07,-0.36,0.27,-2.02,-2.82,-4.07,-2.02,-17.99,1.19,-4.57,0.9,0.82,4.48,-0.36,0.82,3.49,3.5,4.04,4.04,-2.56,0.69,0.27,-6.15,-4.57,1.41,-0.36,-2.75,-0.48,-0.61,3.5,0.86,-7.49,4.48,-0.48,-0.48,0.95,-1.79,1.68,4.48,-2.82,13.03,-0.34,-4.57,-1.19,1.68,-8.07,0.66,-7.49,-2.26,0.27,-1.14,7.02,0.82,4.13,-7.49,1.41,7.02,4.48,-8.07,-4.07,7.02,-2.56,2.8,-1.14,-0.23,3.5,-0.19,-3.98,0.48,-6.15,1.41,-8.07,1.41,7.02,-0.19,-1.72,-7.49,-1.81,0.27,2.8,3.5,0.82,13.03,4.13,4.13,-2.56,3.49,11
8085,-1.52,1.35,-0.59,3.24,0.87,-1.52,-3.22,-1.26,0.58,-1.95,3.84,0.03,-0.82,-1.33,-0.07,-1.18,3,-3.22,-0.64,3,-8.1,-1.39,0.03,-0.5,-3.25,-1.16,-0.07,-3.25,3.24,1.3,3.75,3.75,1.35,0.8,-0.89,1.68,0.03,5,-0.07,0.65,-0.29,-0.5,1.3,0,-3.24,-1.16,-0.29,-0.29,2.39,0.77,3.84,-1.16,-3.22,5.69,0.41,0.03,0.04,3.84,-1.33,0.62,-3.24,-1.33,-1.18,-0.67,-8.74,0.66,-1.95,-3.24,5,-8.74,-1.16,-1.33,-0.64,-8.74,1.35,3.02,-0.67,-0.07,1.3,-0.14,0.87,-1.52,1.68,5,-1.33,5,-8.74,-0.26,0.9,-3.24,-1.59,-1.18,3.02,1.3,-0.06,5.69,-1.95,-1.95,1.35,3.24,15
8086,-6.59,-0.25,0.12,1.97,-0.65,-6.59,3,-0.17,0.09,2.11,6.39,3.14,0.18,-5.5,3.22,-0.71,-0.64,3,0.08,-0.64,-5.68,-0.51,3.14,1.65,1.86,1.31,3.22,1.86,1.97,-3.49,-2.96,-2.96,-0.25,-0.72,1.38,4.97,3.14,1.84,3.22,1.27,2.69,-0.65,-3.49,0.05,-2.2,1.31,2.69,2.69,-2.43,0.14,6.39,1.31,3,9.3,-0.89,3.14,-1.53,6.39,-5.5,0.03,-2.2,0.15,-0.71,-1.27,0.02,-0.49,2.11,-2.2,1.84,0.02,1.31,-5.5,0.08,0.02,-0.25,-3.26,-1.27,1.14,-3.49,2.85,-0.65,-6.59,4.97,1.84,-5.5,1.84,0.02,1.72,-0.05,-2.2,-1.56,-0.71,-3.26,-3.49,-0.96,9.3,2.11,2.11,-0.25,1.97,13
8087,-2.38,1.06,1.74,3.73,-1.48,-2.38,2.92,-1.47,1.8,5.68,-0.33,1.63,0.46,1.32,-2.97,-2.11,2.72,2.92,3.18,2.72,-1.54,-0.98,1.63,1.33,0,-3.28,-2.97,0,3.73,2.84,11.76,11.76,1.06,-0.01,-0.68,-16.49,1.63,-1.32,-2.97,0.5,0.34,1.05,2.84,0.9,-2.15,-3.28,0.34,0.34,-0.52,1.77,-0.33,-3.28,2.92,0.63,0.34,1.63,0.21,-0.33,1.32,-0.09,-2.15,1.22,-2.11,-2.3,-6.81,2.62,5.68,-2.15,-1.32,-6.81,-3.28,1.32,3.18,-6.81,1.06,3.51,-2.3,-0.15,2.84,0.16,-1.48,-2.38,-16.49,-1.32,1.32,-1.32,-6.81,0.68,-0.63,-2.15,1.03,-2.11,3.51,2.84,-0.53,0.63,5.68,5.68,1.06,3.73,3
8088,-0.73,1.68,1.38,4.7,2.03,-0.73,-3.86,2.1,0.87,1.22,1.69,-6.03,-1.07,1.02,-5.19,-0.33,6.61,-3.86,1.7,6.61,-0.55,-0.46,-6.03,-1.35,0.38,3.42,-5.19,0.38,4.7,-0.4,-3.81,-3.81,1.68,0.48,0.06,9.15,-6.03,4.12,-5.19,-0.21,1.59,-1.86,-0.4,-0.68,4.23,3.42,1.59,1.59,2.92,1.75,1.69,3.42,-3.86,8.02,1.03,-6.03,-0.29,1.69,1.02,0.2,4.23,0.36,-0.33,2.57,-3.74,-0.56,1.22,4.23,4.12,-3.74,3.42,1.02,1.7,-3.74,1.68,1.13,2.57,1.15,-0.4,-1.63,2.03,-0.73,9.15,4.12,1.02,4.12,-3.74,-1.2,1.47,4.23,-0.22,-0.33,1.13,-0.4,0.13,8.02,1.22,1.22,1.68,4.7,2
8089,1.58,-4.66,2.93,-0.55,-0.26,1.58,-13.5,3.88,-0.6,-2.38,0.72,-0.27,0.28,0.9,-0.22,3.04,-8.32,-13.5,-1.09,-8.32,-3.46,0.62,-0.27,1.37,-1.02,-0.27,-0.22,-1.02,-0.55,0.69,-8,-8,-4.66,-1.03,0.3,9.69,-0.27,-1.39,-0.22,0.16,1.22,0.42,0.69,0.96,0.89,-0.27,1.22,1.22,-1.11,-1.02,0.72,-0.27,-13.5,5.2,1.37,-0.27,0.08,0.72,0.9,-1.19,0.89,0.05,3.04,-0.47,-1.2,-0.34,-2.38,0.89,-1.39,-1.2,-0.27,0.9,-1.09,-1.2,-4.66,0.94,-0.47,0.63,0.69,-0.15,-0.26,1.58,9.69,-1.39,0.9,-1.39,-1.2,-0.39,-0.87,0.89,0.23,3.04,0.94,0.69,-0.45,5.2,-2.38,-2.38,-4.66,-0.55,5
8090,-6.07,-1.37,4.19,-6.11,0.51,-6.07,-6.66,-2.74,0.05,3.26,-0.23,2.4,-0.84,-2.68,3.82,1.07,4.57,-6.66,-0.59,4.57,-6.97,-0.13,2.4,-0.63,0.74,1.72,3.82,0.74,-6.11,3.46,3.94,3.94,-1.37,-0.31,0.93,10.15,2.4,2.34,3.82,-0.71,2.71,-1.13,3.46,-0.46,0.09,1.72,2.71,2.71,-3.46,-0.82,-0.23,1.72,-6.66,5.31,1.22,2.4,0.27,-0.23,-2.68,0.03,0.09,0.03,1.07,0.83,-7.67,-2.32,3.26,0.09,2.34,-7.67,1.72,-2.68,-0.59,-7.67,-1.37,0.02,0.83,-1.02,3.46,0.95,0.51,-6.07,10.15,2.34,-2.68,2.34,-7.67,1.5,0.58,0.09,-0.43,1.07,0.02,3.46,-0.01,5.31,3.26,3.26,-1.37,-6.11,8
8091,-4.8,-3.08,-1.24,5.42,1.79,-4.8,-6.78,-0.88,0.15,4.04,-2.25,-1.7,-0.7,17.25,1.05,-2.3,6.65,-6.78,0.25,6.65,-16.94,0.75,-1.7,-1.65,-1.76,2.49,1.05,-1.76,5.42,-0.6,3.22,3.22,-3.08,-0.37,-0.18,5,-1.7,1.15,1.05,0.73,5.21,0.71,-0.6,-0.02,0.08,2.49,5.21,5.21,0.91,-0.63,-2.25,2.49,-6.78,-1.62,-0.43,-1.7,-1.26,-2.25,17.25,-1.29,0.08,0.79,-2.3,-2.17,4.77,0.13,4.04,0.08,1.15,4.77,2.49,17.25,0.25,4.77,-3.08,3.22,-2.17,-0.27,-0.6,-1.4,1.79,-4.8,5,1.15,17.25,1.15,4.77,0.09,1.31,0.08,-1.18,-2.3,3.22,-0.6,0.8,-1.62,4.04,4.04,-3.08,5.42,5
8092,4.3,3.55,5.73,-4.69,-0.79,4.3,-9.46,-0.74,-0.78,-1.54,-2.19,-2.71,-0.5,11.54,4.68,-0.1,-9.79,-9.46,-2.61,-9.79,0.16,-1.07,-2.71,-1.79,-4.29,-0.55,4.68,-4.29,-4.69,-0.74,-15.51,-15.51,3.55,1.71,-1.54,-0.81,-2.71,-1.5,4.68,-0.49,2.04,-0.84,-0.74,-0.16,-0.83,-0.55,2.04,2.04,1.82,1.68,-2.19,-0.55,-9.46,1.64,-1.54,-2.71,0.2,-2.19,11.54,1.3,-0.83,-1.71,-0.1,-2.76,-0.99,3.23,-1.54,-0.83,-1.5,-0.99,-0.55,11.54,-2.61,-0.99,3.55,-3.79,-2.76,1.15,-0.74,-0.23,-0.79,4.3,-0.81,-1.5,11.54,-1.5,-0.99,0.27,0.2,-0.83,-0.22,-0.1,-3.79,-0.74,0.24,1.64,-1.54,-1.54,3.55,-4.69,8
8093,5.84,-3.9,-0.37,4.14,-0.81,5.84,6.46,2.26,-0.02,1.14,-1.85,2.1,-1.28,-5.09,-1.37,-3.7,-1.57,6.46,2.43,-1.57,3.36,0.64,2.1,0.45,-0.83,1.3,-1.37,-0.83,4.14,-3.63,-2.68,-2.68,-3.9,-1.9,-0.38,0.54,2.1,-0.7,-1.37,1.02,-2.28,-0.94,-3.63,-0.37,0.9,1.3,-2.28,-2.28,-2.89,0.78,-1.85,1.3,6.46,-9.2,0.66,2.1,1.13,-1.85,-5.09,0.22,0.9,0.23,-3.7,-1.06,13.86,0.08,1.14,0.9,-0.7,13.86,1.3,-5.09,2.43,13.86,-3.9,-6.98,-1.06,-0.54,-3.63,-0.5,-0.81,5.84,0.54,-0.7,-5.09,-0.7,13.86,1.81,0.1,0.9,-2.27,-3.7,-6.98,-3.63,0.48,-9.2,1.14,1.14,-3.9,4.14,6
8094,-2.05,-2.85,-0.82,0.08,-0.73,-2.05,2.74,4.07,2.87,-1.27,-2.34,-1.42,-0.24,2.26,3.97,-0.79,-11.48,2.74,-3.84,-11.48,-4.95,-0.04,-1.42,-0.79,-3.58,-4.64,3.97,-3.58,0.08,0.17,-8.01,-8.01,-2.85,-0.99,-0.51,4.56,-1.42,-3.03,3.97,-0.54,-0.54,-1.15,0.17,-0.63,-0.07,-4.64,-0.54,-0.54,-2.29,-1.23,-2.34,-4.64,2.74,1.58,0.9,-1.42,-0.2,-2.34,2.26,0.73,-0.07,0.93,-0.79,5.28,12.44,-1.51,-1.27,-0.07,-3.03,12.44,-4.64,2.26,-3.84,12.44,-2.85,1.44,5.28,1.16,0.17,0.53,-0.73,-2.05,4.56,-3.03,2.26,-3.03,12.44,1.02,0.38,-0.07,-0.29,-0.79,1.44,0.17,-0.67,1.58,-1.27,-1.27,-2.85,0.08,17
8095,-5.92,-4.27,-5.73,9.96,3.18,-5.92,-4.1,3.72,-1.31,0.37,-2.84,-1.77,1.52,18.25,2.07,4.64,-13.65,-4.1,-1.61,-13.65,-10.11,1.93,-1.77,0.17,-1.61,-2.2,2.07,-1.61,9.96,-2.64,-5.41,-5.41,-4.27,-0.3,-0.73,-0.55,-1.77,-2.32,2.07,-0.71,0.12,0.83,-2.64,0.94,-0.79,-2.2,0.12,0.12,4.91,-1.85,-2.84,-2.2,-4.1,-4.39,-1.96,-1.77,-0.75,-2.84,18.25,0.98,-0.79,0.41,4.64,-1.03,14.14,1.55,0.37,-0.79,-2.32,14.14,-2.2,18.25,-1.61,14.14,-4.27,2.25,-1.03,0.76,-2.64,-1.15,3.18,-5.92,-0.55,-2.32,18.25,-2.32,14.14,1.15,1.02,-0.79,-1.96,4.64,2.25,-2.64,0.64,-4.39,0.37,0.37,-4.27,9.96,6
8096,6.44,-5.31,-0.27,4.24,-3.35,6.44,-11.93,-0.64,-0.01,-3.81,1.17,2.65,1.08,5.68,2.31,-3.73,2.29,-11.93,-0.34,2.29,5.21,-0.35,2.65,-1.38,0.8,-1.54,2.31,0.8,4.24,-0.62,-2.85,-2.85,-5.31,1.55,0.47,1.19,2.65,1.96,2.31,0.26,2.8,-0.51,-0.62,-0.3,1.98,-1.54,2.8,2.8,1.78,1.28,1.17,-1.54,-11.93,0.94,-1.07,2.65,0.11,1.17,5.68,0.56,1.98,1.2,-3.73,0.04,-1.3,1.22,-3.81,1.98,1.96,-1.3,-1.54,5.68,-0.34,-1.3,-5.31,0.11,0.04,-0.81,-0.62,-0.76,-3.35,6.44,1.19,1.96,5.68,1.96,-1.3,-0.58,-0.5,1.98,-0.9,-3.73,0.11,-0.62,0.53,0.94,-3.81,-3.81,-5.31,4.24,13
8097,-2,0.53,-6.2,14.94,1.4,-2,9.15,3.63,0.54,2.67,0.26,-0.59,0.44,-0.42,-2.79,-2.74,0.31,9.15,0.44,0.31,-8.8,-2.16,-0.59,-2.47,-0.19,-5.38,-2.79,-0.19,14.94,0.5,9.58,9.58,0.53,-1.23,0.6,-16.12,-0.59,1.52,-2.79,-0.43,1.28,1.68,0.5,-1.12,-2.15,-5.38,1.28,1.28,3.35,0.11,0.26,-5.38,9.15,-4,-1.13,-0.59,-1.31,0.26,-0.42,2.16,-2.15,1.61,-2.74,-1.3,1.18,1.44,2.67,-2.15,1.52,1.18,-5.38,-0.42,0.44,1.18,0.53,0.98,-1.3,-0.12,0.5,-0.58,1.4,-2,-16.12,1.52,-0.42,1.52,1.18,1.15,0.62,-2.15,0.78,-2.74,0.98,0.5,-1.19,-4,2.67,2.67,0.53,14.94,16
8098,-2.46,4.7,-1.16,-4.93,-2.76,-2.46,7.85,1.18,0.8,0.68,4.1,-2,-0.52,-6.38,1.05,-1.9,-1.28,7.85,-0.32,-1.28,6.63,0.03,-2,2.17,0.97,2.33,1.05,0.97,-4.93,-2.89,-7.52,-7.52,4.7,0.76,1.07,-0.16,-2,2.43,1.05,0.52,-3.02,-0.8,-2.89,0.23,3.01,2.33,-3.02,-3.02,0.14,-0.98,4.1,2.33,7.85,11.74,0.73,-2,1.05,4.1,-6.38,0.48,3.01,-0.58,-1.9,2.23,1.8,-1.13,0.68,3.01,2.43,1.8,2.33,-6.38,-0.32,1.8,4.7,0.56,2.23,0.01,-2.89,0.25,-2.76,-2.46,-0.16,2.43,-6.38,2.43,1.8,0.79,0.4,3.01,-0.45,-1.9,0.56,-2.89,-0.6,11.74,0.68,0.68,4.7,-4.93,6
8099,5.76,-1.85,2.44,3.93,2.76,5.76,-6.9,-1.2,0.85,-4.86,3.24,4.1,-0.65,-3.7,0.09,-4.21,7.55,-6.9,1.33,7.55,8.76,1.28,4.1,0.56,2.84,2.02,0.09,2.84,3.93,-0.35,4.25,4.25,-1.85,-0.56,-1.25,-2.43,4.1,5.07,0.09,-0.09,-1.71,0.31,-0.35,0.2,-1.03,2.02,-1.71,-1.71,4.53,1.02,3.24,2.02,-6.9,-3.92,2.62,4.1,0.61,3.24,-3.7,-1,-1.03,1.11,-4.21,-2.26,-5.75,2.84,-4.86,-1.03,5.07,-5.75,2.02,-3.7,1.33,-5.75,-1.85,-4.44,-2.26,-2.46,-0.35,0.97,2.76,5.76,-2.43,5.07,-3.7,5.07,-5.75,-0.45,0.04,-1.03,-1.95,-4.21,-4.44,-0.35,-2.33,-3.92,-4.86,-4.86,-1.85,3.93,3
8100,1.19,-0.05,-2.04,-10.55,-0.49,1.19,3.69,0.87,-0.67,1.67,-0.08,-2.97,-1.63,-2.1,3.82,0.81,-8.01,3.69,2.55,-8.01,4.48,-1.12,-2.97,-0.04,0.3,-3.29,3.82,0.3,-10.55,2.3,-1.61,-1.61,-0.05,1.15,0.17,2.14,-2.97,1.95,3.82,0.72,-4.51,-0.41,2.3,0.17,2.94,-3.29,-4.51,-4.51,-2.3,-0.33,-0.08,-3.29,3.69,-3.89,0.67,-2.97,-0.49,-0.08,-2.1,-0.01,2.94,-2.18,0.81,1.18,5.56,-0.78,1.67,2.94,1.95,5.56,-3.29,-2.1,2.55,5.56,-0.05,-1.34,1.18,-0.43,2.3,1.6,-0.49,1.19,2.14,1.95,-2.1,1.95,5.56,-0.13,0.56,2.94,-0.28,0.81,-1.34,2.3,0.41,-3.89,1.67,1.67,-0.05,-10.55,13
8101,-10.9,1.17,3.33,23.22,-3.72,-10.9,-9.91,0.6,1.31,0.22,-1.18,3.19,0.41,-3.29,-0.53,0.05,4.96,-9.91,0.79,4.96,3.78,0.46,3.19,-0.08,-0.24,2.16,-0.53,-0.24,23.22,-3.24,3.41,3.41,1.17,-0.8,0.38,-11.86,3.19,1.87,-0.53,-0.5,1.42,-0.63,-3.24,0.08,-7.09,2.16,1.42,1.42,5.33,0.82,-1.18,2.16,-9.91,20.37,-0.91,3.19,-1.42,-1.18,-3.29,-0.64,-7.09,0.36,0.05,5.39,9.47,6.38,0.22,-7.09,1.87,9.47,2.16,-3.29,0.79,9.47,1.17,2.17,5.39,0.85,-3.24,0.92,-3.72,-10.9,-11.86,1.87,-3.29,1.87,9.47,-0.16,-0.18,-7.09,0.46,0.05,2.17,-3.24,1.96,20.37,0.22,0.22,1.17,23.22,10
8102,-1.61,7.51,-4.27,6.98,-3.14,-1.61,7.4,-0.24,-0.35,1.48,-4.63,1.54,-2.67,11.47,5.25,-2.35,-7.83,7.4,2.69,-7.83,16.12,1.05,1.54,-0.1,-1.97,-3.71,5.25,-1.97,6.98,-6.57,-8.14,-8.14,7.51,1.1,0.07,-22.42,1.54,0.31,5.25,-0.17,-2.12,0.67,-6.57,0.21,2.02,-3.71,-2.12,-2.12,5.19,0.61,-4.63,-3.71,7.4,-4.9,0.66,1.54,1.1,-4.63,11.47,0.24,2.02,-0.63,-2.35,-1.67,11.85,5.54,1.48,2.02,0.31,11.85,-3.71,11.47,2.69,11.85,7.51,-5.26,-1.67,0.63,-6.57,0.75,-3.14,-1.61,-22.42,0.31,11.47,0.31,11.85,0.61,1.89,2.02,0.07,-2.35,-5.26,-6.57,0.28,-4.9,1.48,1.48,7.51,6.98,19
8103,5.93,-2.64,-3.95,-4.27,-3.35,5.93,-16.09,0.81,-0.42,0.35,-2.72,0.7,0.4,12.46,3.25,-6.77,3.74,-16.09,6.4,3.74,7.93,-0.08,0.7,1.85,-0.08,2.19,3.25,-0.08,-4.27,2.99,-0.06,-0.06,-2.64,0.03,0.52,-11.5,0.7,1.04,3.25,0.61,4.35,0.24,2.99,0.49,6.72,2.19,4.35,4.35,3,1.63,-2.72,2.19,-16.09,-17.74,-1.25,0.7,1.19,-2.72,12.46,-1.75,6.72,0.42,-6.77,-4.85,6.41,2.76,0.35,6.72,1.04,6.41,2.19,12.46,6.4,6.41,-2.64,-3.76,-4.85,-0.84,2.99,-1.05,-3.35,5.93,-11.5,1.04,12.46,1.04,6.41,0.03,0.92,6.72,-0.89,-6.77,-3.76,2.99,1.89,-17.74,0.35,0.35,-2.64,-4.27,16
8104,-7.87,0.36,0.78,-5.14,3.3,-7.87,2.72,3.49,-1.23,2.3,5.55,0.47,1,3.9,-1.81,-0.26,-18.81,2.72,-0.55,-18.81,-4.71,-0.88,0.47,1.79,-4.88,0.1,-1.81,-4.88,-5.14,-0.49,-7.1,-7.1,0.36,0.7,-1.58,2.91,0.47,-1.06,-1.81,-1.13,-2.68,1.12,-0.49,-0.43,4.46,0.1,-2.68,-2.68,-0.87,1.17,5.55,0.1,2.72,6.58,0.05,0.47,2.38,5.55,3.9,-0.65,4.46,-0.29,-0.26,-0.13,-3.57,2.85,2.3,4.46,-1.06,-3.57,0.1,3.9,-0.55,-3.57,0.36,1.4,-0.13,-2.37,-0.49,-0.19,3.3,-7.87,2.91,-1.06,3.9,-1.06,-3.57,0.57,-1.36,4.46,1.37,-0.26,1.4,-0.49,0.52,6.58,2.3,2.3,0.36,-5.14,6
8105,1.65,-1.72,2.94,1.49,1.09,1.65,0.83,1.27,0.22,-1.54,-1.9,-2.47,0.24,-0.75,-0.08,-0.52,3.59,0.83,3.16,3.59,9,0.91,-2.47,1.26,2.34,-0.06,-0.08,2.34,1.49,-2.45,-1.32,-1.32,-1.72,-1.21,1.13,6.71,-2.47,-0.84,-0.08,2.15,-2.23,0.09,-2.45,1.06,-0.61,-0.06,-2.23,-2.23,-1.97,0.93,-1.9,-0.06,0.83,-0.76,-1.97,-2.47,-1.01,-1.9,-0.75,-0.08,-0.61,0.28,-0.52,4.32,14.06,0.92,-1.54,-0.61,-0.84,14.06,-0.06,-0.75,3.16,14.06,-1.72,-1.66,4.32,0.04,-2.45,0.2,1.09,1.65,6.71,-0.84,-0.75,-0.84,14.06,0.9,0.63,-0.61,-1.5,-0.52,-1.66,-2.45,-0.65,-0.76,-1.54,-1.54,-1.72,1.49,10
8106,0.64,-3.33,2.93,-0.94,0.64,0.64,-2.87,-2.3,1.01,-0.22,0.13,2.59,-1.52,0.08,2.04,0.2,-2.23,-2.87,-2.48,-2.23,-4.64,0.58,2.59,0.02,1.64,1.94,2.04,1.64,-0.94,-1.77,8.34,8.34,-3.33,-0.83,-1.27,1.94,2.59,2.06,2.04,-0.14,-3.48,-1.18,-1.77,0.6,-3.26,1.94,-3.48,-3.48,-2.7,-1.36,0.13,1.94,-2.87,7.8,0.35,2.59,1.52,0.13,0.08,1.55,-3.26,0.32,0.2,-1.49,2.98,4.79,-0.22,-3.26,2.06,2.98,1.94,0.08,-2.48,2.98,-3.33,1.35,-1.49,-0.13,-1.77,-0.99,0.64,0.64,1.94,2.06,0.08,2.06,2.98,-0.08,-1.23,-3.26,0.56,0.2,1.35,-1.77,0.12,7.8,-0.22,-0.22,-3.33,-0.94,10
8107,-8.22,2.65,-1.01,-5.82,2.03,-8.22,-2.76,-0.73,1.92,-0.2,3.6,1.2,0.54,3.22,1.75,2.13,-6.92,-2.76,-3.65,-6.92,-0.71,0.58,1.2,-1.13,-0.22,0.65,1.75,-0.22,-5.82,-0.35,-1.65,-1.65,2.65,0.13,-0.65,9.02,1.2,3.49,1.75,0.52,1.77,0.27,-0.35,0.36,7.26,0.65,1.77,1.77,-0.48,0.94,3.6,0.65,-2.76,13.27,0.13,1.2,2.91,3.6,3.22,0.11,7.26,1.01,2.13,2.67,-13.48,1.8,-0.2,7.26,3.49,-13.48,0.65,3.22,-3.65,-13.48,2.65,2.68,2.67,-0.72,-0.35,1.36,2.03,-8.22,9.02,3.49,3.22,3.49,-13.48,-1.03,1.23,7.26,1.38,2.13,2.68,-0.35,-0.44,13.27,-0.2,-0.2,2.65,-5.82,5
8108,-5.55,2.84,-4.8,-1.71,-0.83,-5.55,9.68,-0.61,-0.39,0.58,3.44,-3.82,-0.34,1.67,4.07,-0.31,5.15,9.68,3.47,5.15,-4.94,-1.72,-3.82,-0.62,0,-0.3,4.07,0,-1.71,-5.4,-4.79,-4.79,2.84,0.18,0.26,11.05,-3.82,0.98,4.07,-0.56,1.7,-0.62,-5.4,-0.02,-2.51,-0.3,1.7,1.7,-3.72,1.29,3.44,-0.3,9.68,1.44,0.17,-3.82,0.28,3.44,1.67,0.58,-2.51,0.8,-0.31,1.29,14.38,-2.62,0.58,-2.51,0.98,14.38,-0.3,1.67,3.47,14.38,2.84,-0.63,1.29,0.56,-5.4,-0.46,-0.83,-5.55,11.05,0.98,1.67,0.98,14.38,0.02,-0.48,-2.51,-1.17,-0.31,-0.63,-5.4,1.04,1.44,0.58,0.58,2.84,-1.71,0
8109,-3.97,-2.59,4.85,9.87,-0.67,-3.97,0,-0.06,-1.32,3,3.22,2.47,-0.59,2.98,-3.27,-0.31,-10.56,0,-1.71,-10.56,1.35,1.02,2.47,-1.19,-2.19,-2.17,-3.27,-2.19,9.87,1.95,-9.63,-9.63,-2.59,-0.52,0.42,-7.55,2.47,-6.22,-3.27,-0.91,3.7,0.89,1.95,0.69,-2.01,-2.17,3.7,3.7,3.85,3.06,3.22,-2.17,0,3.49,0.46,2.47,-2.41,3.22,2.98,0.52,-2.01,0.39,-0.31,2.55,-5.7,0.59,3,-2.01,-6.22,-5.7,-2.17,2.98,-1.71,-5.7,-2.59,-1.62,2.55,0.57,1.95,0.05,-0.67,-3.97,-7.55,-6.22,2.98,-6.22,-5.7,-0.31,1.53,-2.01,-0.97,-0.31,-1.62,1.95,-1.5,3.49,3,3,-2.59,9.87,6
8110,0.24,-2.3,-1.31,2.34,0.11,0.24,-5.66,0.63,0.41,1.93,4.13,1.2,-0.11,9.32,1.29,1.55,-11.02,-5.66,1.23,-11.02,3.94,0.07,1.2,-0.35,-0.84,-3.31,1.29,-0.84,2.34,-2.08,-15.27,-15.27,-2.3,-1.04,1.19,8.7,1.2,3.19,1.29,-1.61,2.92,0.48,-2.08,-1.17,8.08,-3.31,2.92,2.92,2.83,0.1,4.13,-3.31,-5.66,1.43,0.69,1.2,0.24,4.13,9.32,1.08,8.08,0.11,1.55,-1.9,-11.28,-1.27,1.93,8.08,3.19,-11.28,-3.31,9.32,1.23,-11.28,-2.3,-4.22,-1.9,-0.1,-2.08,1.13,0.11,0.24,8.7,3.19,9.32,3.19,-11.28,-0.88,-0.29,8.08,1.25,1.55,-4.22,-2.08,-1.48,1.43,1.93,1.93,-2.3,2.34,6
